what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1426812104497
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1426812104497
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1426812104497
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1426812104498
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1426812104498
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1426812104499
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1426812104499
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1426812104500
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1426812104500
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1426812104500
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1426812104500
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1426812104501
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1426812104501
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1426812104502
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1426812104502
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1426812104503
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1426812104503
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1426812104504
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1426812104504
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1426812104505
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1426812104505
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1426812104506
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1426812104506
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1426812104506
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1426812104507
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1426812104508
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1426812104508
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1426812104508
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1426812104509
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1426812104509
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1426812104510
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1426812104510
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1426812104511
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1426812104511
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1426812104511
started,bundle,com.altera.sbtgui.integration,14.0.0.200,"com.altera.sbtgui.integration",1426812104512
started,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1426812104512
started,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1426812104512
started,bundle,com.altera.systemconsole,14.0.0.200,"com.altera.systemconsole",1426812104513
started,bundle,com.altera.systemconsole.designs.plugin,14.0.0.200,"com.altera.systemconsole.designs.plugin",1426812104513
started,bundle,com.altera.utilities,14.0.0.200,"com.altera.utilities",1426812104513
os,sysinfo,,,"win32",1426812104516
arch,sysinfo,,,"x86_64",1426812104516
ws,sysinfo,,,"win32",1426812104516
locale,sysinfo,,,"en_US",1426812104516
processors,sysinfo,,,"4",1426812104516
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1426812104516
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1426812104516
java.specification.name,sysinfo,,,"Java Platform API Specification",1426812104516
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1426812104516
java.specification.version,sysinfo,,,"1.6",1426812104516
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1426812104516
java.version,sysinfo,,,"1.6.0_23",1426812104516
java.vm.info,sysinfo,,,"mixed mode",1426812104516
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1426812104516
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1426812104516
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1426812104516
java.vm.specification.version,sysinfo,,,"1.0",1426812104516
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1426812104516
java.vm.version,sysinfo,,,"19.0-b09",1426812104516
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426812104535
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426812106855
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426812106943
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426812107293
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426812107294
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1426812107303
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426812108080
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426812108080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812109714
started,bundle,com.altera.sbtgui.core,14.0.0.200,"com.altera.sbtgui.core",1426812110469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812110503
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1426812110510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1426812110510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812111179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812111407
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1426812111414
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1426812111414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812112904
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1426812115174
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1426812115182
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426812125760
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426812125777
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1426812127358
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1426812127362
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1426812127363
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1426812127363
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1426812138120
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1426812138163
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1426812138507
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1426812139534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812141930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1426812141936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812143989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812163286
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1426812163292
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426812163851
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1426812164219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812166954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812167763
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426812168700
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426812168765
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426812169052
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426812169312
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426812169386
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426812170716
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1426812174351
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1426812174354
started,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1426812174359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812177390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812190505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812192697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812194161
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1426812194169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812194763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812205787
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1426812206619
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1426812210498
started,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1426812211621
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1426812211809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812211913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812237900
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426812237919
opened,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426812239447
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1426812239608
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426812239752
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426812244003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812252410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812272313
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1426812272467
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1426812272493
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426812273313
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426812274816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812355030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812355952
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426812355966
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426812356999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812362428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812363838
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1426812363859
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1426812363880
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426812365356
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1426812365574
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1426812369780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426812391484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426813860633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426813866542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426814349305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426814361134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1426814460227
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1426814461463
